LONGITUDE,LATITUDE,p_avg,SOC,SAND,CLAY,DEPTH,MAT,MAP,PH,NPP,SLOPE,ELEVATION,BIOMES,BEDROCK,SOIL_TYPE,WRB_SOIL_TYPE
12,5,404.9,19.4,546.2069,562,7.5,24.3375,1548,4.8,8902.018,1,600,12,8,8,Ferralsols
12,5,373.5,16.6,546.2069,570,15,24.3375,1548,4.8,8902.018,1,600,12,8,8,Ferralsols
12,5,501.9,30.3,546.2069,536,2.5,24.3375,1548,4.8,8902.018,1,600,12,8,8,Ferralsols
12,5,365.7,12.1,546.2069,621,30,24.3375,1548,4.9,8902.018,1,600,12,8,8,Ferralsols
12,5,441.5,12.8,546.2069,601,15,24.3375,1548,4.6,8902.018,1,600,12,8,8,Ferralsols
12,5,362,5.8,546.2069,770,70,24.3375,1548,4.8,8902.018,1,600,12,8,8,Ferralsols
12,5,440.6,14.9,546.2069,604,7.5,24.3375,1548,4.6,8902.018,1,600,12,8,8,Ferralsols
12,5,360.5,6.8,546.2069,657,50,24.3375,1548,4.9,8902.018,1,600,12,8,8,Ferralsols
12,5,406,8.8,546.2069,701,30,24.3375,1548,4.7,8902.018,1,600,12,8,8,Ferralsols
12,5,377.7,6.6,546.2069,754,50,24.3375,1548,4.6,8902.018,1,600,12,8,8,Ferralsols
12,5,491,24,546.2069,597,2.5,24.3375,1548,4.8,8902.018,1,600,12,8,8,Ferralsols
12,5,351.5,5,546.2069,650,70,24.3375,1548,5.1,8902.018,1,600,12,8,8,Ferralsols
12,5,350.3,4.8,546.2069,648,90,24.3375,1548,5.1,8902.018,1,600,12,8,8,Ferralsols
12,5,283.2,15.7,546.2069,549,15,24.3375,1548,4.7,8902.018,1,600,12,8,8,Ferralsols
12,5,375.6,17.2,546.2069,502,7.5,24.3375,1548,4.9,8902.018,1,600,12,8,8,Ferralsols
12,5,349.6,20.3,546.2069,497,7.5,24.3375,1548,5.1,8902.018,1,600,12,8,8,Ferralsols
12,5,383.5,17,546.2069,493,2.5,24.3375,1548,5,8902.018,1,600,12,8,8,Ferralsols
12,5,360.2,20.3,546.2069,493,2.5,24.3375,1548,5.2,8902.018,1,600,12,8,8,Ferralsols
12,5,323.7,12.6,546.2069,529,15,24.3375,1548,4.9,8902.018,1,600,12,8,8,Ferralsols
12,5,298.9,9.2,546.2069,578,30,24.3375,1548,4.9,8902.018,1,600,12,8,8,Ferralsols
12,5,257.6,7,546.2069,683,50,24.3375,1548,4.8,8902.018,1,600,12,8,8,Ferralsols
12,5,249.9,9.2,546.2069,648,30,24.3375,1548,4.7,8902.018,1,600,12,8,8,Ferralsols
12,5,254.4,5.6,546.2069,686,70,24.3375,1548,4.9,8902.018,1,600,12,8,8,Ferralsols
12,5,254.2,5.5,546.2069,686,90,24.3375,1548,4.9,8902.018,1,600,12,8,8,Ferralsols
12,5,290.2,5.3,546.2069,696,90,24.3375,1548,5.2,8902.018,1,600,12,8,8,Ferralsols
12,5,286.7,6.2,546.2069,693,50,24.3375,1548,5.2,8902.018,1,600,12,8,8,Ferralsols
12,5,287.5,5.5,546.2069,696,70,24.3375,1548,5.2,8902.018,1,600,12,8,8,Ferralsols
115.5,5,90.85,40,530,250,2.5,25,3350,4.6,7070.676,2,19,12,15,13,Ferralsols
115.5,5,58,24,530,250,7.5,25,3350,4.6,7070.676,2,19,12,15,13,Ferralsols
8.33582,4.96459,191,19.14,918,56,5,26.3,2758,4.92,6617.985,0,42,12,1,11,Andosols
8.33582,4.96459,184,12.65,856,118,15,26.3,2758,4.83,6617.985,0,42,12,1,11,Andosols
8.33582,4.96459,173,7.66,798,146,36.5,26.3,2758,4.81,6617.985,0,42,12,1,11,Andosols
8.33582,4.96459,191,3.77,778,166,85,26.3,2758,4.72,6617.985,0,42,12,1,11,Andosols
7.04984,4.81555,353,25.35,853,85,7.5,26.4,2641,4.54,5323.621,1,2,12,1,5,Fluvisols
7.04984,4.81555,788,18.33,866,56,5,26.4,2641,5.5,5323.621,1,2,12,1,5,Fluvisols
7.04984,4.81555,548,10.38,733,225,31.5,26.4,2641,4.72,5323.621,1,2,12,1,5,Fluvisols
7.04984,4.81555,323,9.57,816,126,13,26.4,2641,5.1,5323.621,1,2,12,1,5,Fluvisols
7.04984,4.81555,701,8.35,633,341,65,26.4,2641,4.72,5323.621,1,2,12,1,5,Fluvisols
7.04984,4.81555,285,6.9,786,136,24.5,26.4,2641,5.9,5323.621,1,2,12,1,5,Fluvisols
7.04984,4.81555,728,6.21,603,371,99.5,26.4,2641,4.78,5323.621,1,2,12,1,5,Fluvisols
7.04984,4.81555,248,5.39,766,136,44.5,26.4,2641,4.93,5323.621,1,2,12,1,5,Fluvisols
7.04984,4.81555,215,2.78,766,156,69,26.4,2641,5.14,5323.621,1,2,12,1,5,Fluvisols
7.04984,4.81555,191,1.91,726,216,100,26.4,2641,4.9,5323.621,1,2,12,1,5,Fluvisols
9,4.8,130.6,47.6,757,150.5,2.5,25.99,5180,5.47,6796.724,7,101,12,1,5,Andosols
7.15162,4.72382,701,26.86,771,183,3,26.5,2958,4.43,5323.621,0,14,12,1,5,Acrisols
7.15162,4.72382,788,22.45,751,203,10,26.5,2958,4.43,5323.621,0,14,12,1,5,Acrisols
7.15162,4.72382,975,14.15,691,283,35,26.5,2958,4.22,5323.621,0,14,12,1,5,Acrisols
7.15162,4.72382,1129,13.98,631,363,82.5,26.5,2958,4.8,5323.621,0,14,12,1,5,Acrisols
-71.31667,4.616667,274,23.913,575,275,5,27,2240,5.3,6825.599,0,171,12,1,8,Ferralsols
13.265,4.5859,450,29.1,387.1,532.6,5,23.5,1550,5.6,10117.42,4,691,12,8,5,Acrisols
13.26464,4.539569,390,14.5,526.7241,504,15,23.64375,1510.25,4.7,10117.42,2,667,12,8,5,Acrisols
13.26464,4.539569,380,19.3,526.7241,461,7.5,23.64375,1510.25,5,10117.42,2,667,12,8,5,Acrisols
13.26464,4.539569,440,20.2,526.7241,458,2.5,23.64375,1510.25,5.1,10117.42,2,667,12,8,5,Acrisols
13.26464,4.539569,380,8.6,526.7241,610,30,23.64375,1510.25,4.8,10117.42,2,667,12,8,5,Acrisols
13.26464,4.539569,370,6.6,526.7241,681,50,23.64375,1510.25,4.9,10117.42,2,667,12,8,5,Acrisols
13.26464,4.539569,360,5.2,526.7241,690,70,23.64375,1510.25,4.9,10117.42,2,667,12,8,5,Acrisols
13.2551,4.5353,450,18.8,399.1,551.7,5,23.5,1550,4.3,10117.42,2,676,12,8,5,Ferralsols
13.27676,4.518917,380,8.4,535.9322,697,30,23.6125,1519.75,4.6,10117.42,1,663,12,8,5,Ferralsols
13.27676,4.518917,390,12.8,535.9322,590,15,23.6125,1519.75,4.5,10117.42,1,663,12,8,5,Ferralsols
13.27676,4.518917,380,14.9,535.9322,587,7.5,23.6125,1519.75,4.6,10117.42,1,663,12,8,5,Ferralsols
13.27676,4.518917,360,5.6,535.9322,749,70,23.6125,1519.75,4.8,10117.42,1,663,12,8,5,Ferralsols
13.27676,4.518917,440,24.5,535.9322,580,2.5,23.6125,1519.75,4.7,10117.42,1,663,12,8,5,Ferralsols
13.27676,4.518917,370,6.6,535.9322,738,50,23.6125,1519.75,4.6,10117.42,1,663,12,8,5,Ferralsols
13.267,4.517,380,8.4,522.2034,370,30,23.5,1450,4.6,10117.42,4,670,12,8,5,Ferralsols
13.267,4.517,390,12.8,522.2034,370,15,23.5,1450,4.5,10117.42,4,670,12,8,5,Ferralsols
13.267,4.517,380,14.9,522.2034,370,7.5,23.5,1450,4.6,10117.42,4,670,12,8,5,Ferralsols
13.267,4.517,360,5.6,522.2034,370,70,23.5,1450,4.8,10117.42,4,670,12,8,5,Ferralsols
13.267,4.517,440,24.5,522.2034,370,2.5,23.5,1450,4.7,10117.42,4,670,12,8,5,Ferralsols
13.267,4.517,370,6.6,522.2034,370,50,23.5,1450,4.6,10117.42,4,670,12,8,5,Ferralsols
13.267,4.517,300,14.5,522.2034,370,15,23.5,1450,4.7,10117.42,4,670,12,8,5,Ferralsols
13.267,4.517,330,19.3,522.2034,370,7.5,23.5,1450,5,10117.42,4,670,12,8,5,Ferralsols
13.267,4.517,340,20.2,522.2034,370,2.5,23.5,1450,5.1,10117.42,4,670,12,8,5,Ferralsols
13.267,4.517,270,6.6,522.2034,370,50,23.5,1450,4.9,10117.42,4,670,12,8,5,Ferralsols
13.267,4.517,270,5.2,522.2034,370,70,23.5,1450,4.9,10117.42,4,670,12,8,5,Ferralsols
13.267,4.517,260,8.6,522.2034,370,30,23.5,1450,4.8,10117.42,4,670,12,8,5,Ferralsols
-71.32,4.5,216,26.1,441.8033,245.2459,5,27,2240,4.9,6825.599,1,144,12,1,8,Ferralsols
-71.317,4.5,212,26.1,100,450,5,27,2240,4.9,6825.599,1,146,12,1,8,Ferralsols
11.533,3.85,1229.8,73.3,223,174,5,18,1700,5.9,10131.63,2,731,12,8,5,Andosols
117.5965,3.354681,350.5,1.8,470.4839,280,5,26.9,3293,4.9,8061.355,2,49,12,15,2,Nitisols
-61.33,3.33,61,16.33333,541.5,263.1667,10,31.6,1800,5.258333,7162.86,0,84,12,8,8,Acrisols
113.083,3.2,16,39.15254,441.3559,314.9153,40,27,3850,4.52,8274.983,1,14,12,5,13,Ferralsols
-76.55,2.8,540,47.233,344.6552,430,15,19.3,1900,5.3,10937.17,11,1529,12,5,11,Andosols
-76.55,2.8,856,54.08,344.6552,430,2.5,19.3,1900,5.3,10937.17,11,1529,12,5,11,Andosols
-76.55,2.8,640,49.367,344.6552,430,7.5,19.3,1900,5.3,10937.17,11,1529,12,5,11,Andosols
16.55417,2.609444,194.0234,16.3898,513.9286,337.8571,7.5,24.45937,1642.75,5.175,10120.06,2,456,12,1,12,Ferralsols
34.51667,2.3,2000,68.44548,188,225,10,22.36146,891,6.3,4387.633,1,1234,12,8,5,Vertisols
35.1,2.208333,857.1429,41.76334,473,128,10,21.48125,676,6.4,3713.181,7,1411,12,8,12,Vertisols
35.1,2.075,500,40.0232,599,97,10,21.12396,710,6.7,3713.181,3,1454,12,8,12,Acrisols
-67,1.9,29.08,20.5,887.2113,53.79462,15,26.05,3177,5.03,8220.123,1,87,12,9,5,Ferralsols
-67,1.9,102.61,18.4,883.6116,83.79162,15,26.06,3177,4.79,8220.123,1,87,12,9,5,Ferralsols
35.19167,1.866667,76.92308,59.16473,672,80,10,21.67813,766,6.9,4993.003,9,1304,12,8,12,Cambisols
35.25,1.791667,100,45.24362,549,104,10,22.01458,779,6.3,4993.003,8,1281,12,8,12,Leptosols
-51.46,1.72,100,18.125,457.5,354.8214,2.5,25.7,2272,3.9,9426.582,8,133,12,9,5,Ferralsols
-51.46,1.72,200,18.125,457.5,354.8214,2.5,25.7,2272,3.8,9426.582,8,133,12,9,5,Ferralsols
37.88333,0.28333,230,10,309.6552,444.4828,10.01,21.75,640,6.3,5454.229,10,1793,12,10,12,Nitisols
-76.2,-0.6,335.98,18.2,31,566,15,25.79,3328,4.39,14382.39,0,221,12,3,5,Acrisols
-76.1,-0.6,584.79,17.4,430,340.2,15,25.79,3328,4.61,14382.39,0,216,12,3,5,Ferralsols
-78.5,-0.667,199.3087,59.22414,518.7931,138.2759,22.5,8.1,1130,5.451328,7969.999,10,3740,12,12,4,Andosols
-76.5,-0.7,415.68,16,364.5,285.3,15,25.68,3328,4.63,14895.64,3,253,12,1,5,Ferralsols
-76.5,-0.7,412.83,14.2,466.5,300.4,15,25.68,3328,4.95,14895.64,3,253,12,1,5,Ferralsols
-52.2,-0.9,189.13,22.7,42.7,807.3,15,26.37,2393,4.05,7823.069,2,77,12,3,5,Ferralsols
-47,-1,72.07,10,432.2414,310,15,25.5,2300,4.72,5158.227,0,4,12,3,10,Gleysols
-47,-1,86.07,8,432.2414,310,15,25.5,2300,4.48,5158.227,0,4,12,3,10,Gleysols
-47,-1,63.36,8,432.2414,310,7.5,25.5,2300,4.43,5158.227,0,4,12,3,10,Gleysols
-47,-1,98.04,10.4,432.2414,310,7.5,25.5,2300,4.34,5158.227,0,4,12,3,10,Gleysols
-47,-1,113.9,10.3,432.2414,310,15,25.5,2300,4.29,5158.227,0,4,12,3,10,Gleysols
-47,-1,73.82,21.7,432.2414,310,2.5,25.5,2300,5.31,5158.227,0,4,12,3,10,Gleysols
-47,-1,72.63,13.3,432.2414,310,2.5,25.5,2300,4.48,5158.227,0,4,12,3,10,Gleysols
-47,-1,80.27,13,432.2414,310,7.5,25.5,2300,5.16,5158.227,0,4,12,3,10,Gleysols
-47,-1,104.6,13.5,432.2414,310,2.5,25.5,2300,4.28,5158.227,0,4,12,3,10,Gleysols
-47,-1,63.59,11,432.2414,310,7.5,25.5,2300,4.5,5158.227,0,4,12,3,10,Gleysols
-47,-1,58.58,13.2,432.2414,310,2.5,25.5,2300,5.01,5158.227,0,4,12,3,10,Gleysols
-47,-1,81.5,10.7,432.2414,310,15,25.5,2300,4.67,5158.227,0,4,12,3,10,Gleysols
9.42,-1,46.2,6.3,190,120,8.5,28,950,5.3,8937.596,1,6,12,3,12,Arenosols
9.42,-1,129.75,12,540,150,23,28,950,6.2,8937.596,1,6,12,3,12,Arenosols
9.42,-1,95.05,4.2,280,430,100,28,950,5.5,8937.596,1,6,12,3,12,Arenosols
9.42,-1,59.05,2.8,200,320,61,28,950,5.9,8937.596,1,6,12,3,12,Arenosols
9.42,-1,34.6,2.3,240,470,100,28,950,6,8937.596,1,6,12,3,12,Arenosols
101.65,-1.01,402,16.5,200,600,7.5,26.3,2750,5.8,10013.19,0,97,12,5,8,Ferralsols
-77.6,-1.1,163.46,24,417.3,306.6,15,23.49,4113,4.37,15220.54,2,401,12,3,11,Ferralsols
-77.6,-1.1,150.89,20.9,401.9,326.4,15,23.59,4113,4.49,15220.54,2,401,12,3,11,Ferralsols
-77.6,-1.1,167.26,21.5,414.7,289.1,15,23.47,4113,4.77,15220.54,2,401,12,3,11,Ferralsols
-77.6,-1.1,668.47,28.8,346.4,316.3,15,23.67,4113,5.09,15220.54,2,401,12,3,11,Ferralsols
109.7083,-1.16667,232.9,69,651,122,10,27.2,3499,4.2,9135.611,0,2,12,15,11,Histosols
109.7083,-1.16667,90.6,41,677,125,10,27.2,3499,4.51,9135.611,0,2,12,15,11,Histosols
109.7083,-1.16667,172.5,38,613,92,10,27.2,3499,4.49,9135.611,0,2,12,15,11,Histosols
102.6147,-1.27389,151,33.4,422.9825,350,5,27,2200,4.8,10278.37,5,119,12,8,8,Ferralsols
102.6147,-1.27389,94.9,13.7,422.9825,350,15,27,2200,4.8,10278.37,5,119,12,8,8,Ferralsols
102.6147,-1.27389,70.5,6.7,422.9825,350,35,27,2200,4.8,10278.37,5,119,12,8,8,Ferralsols
102.6147,-1.27389,57.7,5.7,422.9825,350,55,27,2200,4.8,10278.37,5,119,12,8,8,Ferralsols
-51.5,-1.7,114.95,11.7,241.8,462,15,25.35,2856,3.96,7670.424,1,39,12,3,11,Ferralsols
-51.5,-1.7,115.4,12.8,640.236,253.4747,15,25.38,2856,4,7670.424,1,39,12,3,11,Ferralsols
35.25,-1.791667,130,16.2,454,84,10,18.1625,779,6.21,9091.238,5,1855,12,8,11,Acrisols
-77.6,-1.8,968.16,119.9,302.7,218.1,15,23.8,3648,4.71,15836.44,4,496,12,3,11,Acrisols
-53.5,-2,439.2,13.6,15,858,5,27.3,183,3.8,7233.71,0,5,12,1,8,Ferralsols
-53.5,-2,607.8,11.6,858,79,5,27.3,183,3.7,7233.71,0,5,12,1,8,Ferralsols
34.85556,-2.4375,1100,12.8,700,189,10,20.29479,670,7.44,8266.927,4,1541,12,8,11,Vertisols
-60.017,-2.5,42.6,23.4,456.9492,370,7.5,26.2,2500,4.7,7552.04,4,87,12,3,5,Ferralsols
-60.2,-2.6,101.78,25.9,199,677.1,15,26.93,2250,3.94,7552.04,5,93,12,3,5,Ferralsols
-60.2,-2.6,25.02,13.4,528.7931,330,15,26.96,2250,4.73,7552.04,5,93,12,3,5,Ferralsols
-60.2,-2.6,36.54,7.9,209.721,662.1662,15,27,2250,4.1,7552.04,5,93,12,3,5,Ferralsols
-60.2,-2.6,111.32,21.7,156.4156,683.9684,15,26.95,2250,4.24,7552.04,5,93,12,3,5,Ferralsols
-55,-2.6,192.34,25.4,28.6,892.5,15,25.87,2009,3.84,7398.396,0,3,0,1,8,Alisols
35.15,-2.6,3300,13.4,321,125,10,19.04687,537,8.26,4661.083,1,1726,12,8,11,Phaeozems
-54.9528,-2.75132,192.6,23.6,20,890,15,25.1,1960,3.8,7105.005,4,169,12,3,5,Ferralsols
-55,-2.83333,265.1,28,542.931,320,5,25,2000,3.73,7398.396,8,62,12,1,8,Ferralsols
-47.51667,-2.98,166,37,200,600,5,26.5,1760,5.285714,6020.95,1,133,12,1,5,Ferralsols
-59.983,-2.983,512,0.6,439.1525,330,5,25,2100,4.4,7475.208,2,59,12,3,8,Ferralsols
-59.983,-2.983,172,0.6,439.1525,330,5,25,2100,4.4,7475.208,2,59,12,3,8,Ferralsols
-59.983,-2.983,141,0.6,439.1525,330,5,25,2100,4.4,7475.208,2,59,12,3,8,Ferralsols
-47.51667,-2.98333,396,25.17241,86,613,1.25,26.45,1800,5.7,6020.95,1,127,12,1,5,Ferralsols
-47.51667,-2.98333,173,29,355,750,5,26.45,1760,4.936207,6020.95,1,127,12,1,5,Ferralsols
-54.983,-3.067,89.4,14.3,898,77,5,25,2000,4.138232,7742.718,5,150,12,3,5,Ferralsols
-54.983,-3.067,127.6,24.8,486,474,5,25,2000,4.138232,7742.718,5,150,12,3,5,Ferralsols
-60.8,-3.08,58,18.9,527,280,2.5,26,2503,4.25,7365.384,1,62,12,1,5,Acrisols
-60.8,-3.08,51.9,18.9,527,280,2.5,26,2503,4.25,7365.384,1,62,12,1,5,Acrisols
-70,-3.1,237.02,16.4,240.9759,356.9643,15,25.92,2803,3.97,9107.104,1,98,12,3,5,Acrisols
-70,-3.1,190.41,13.1,381.3381,310.131,15,25.92,2803,4.13,9107.104,1,98,12,3,5,Acrisols
-54.9528,-3.22751,79.1,16.4,230,660,15,25.9,1880,3.8,7742.718,3,157,12,3,5,Ferralsols
-54.933,-3.267,39.6,14,910,50,5,25.5,1898,5.3,7742.718,4,101,12,3,5,Ferralsols
-54.933,-3.267,139.7,20.2,400,550,5,25.5,1898,5,7742.718,4,101,12,3,5,Ferralsols
-72.9,-3.3,263.91,17.8,323.6,457.2,15,26.22,2754,4.42,9064.737,1,88,12,1,5,Histosols
-72.9,-3.3,305.33,15.9,383.8,472.6,15,26.21,2754,4.55,9064.737,1,88,12,1,5,Histosols
-54.9,-3.3,78.89,16.4,234.8,661,15,25.87,2009,3.78,7742.718,5,133,12,3,5,Ferralsols
-72.9,-3.4,352.75,15.7,321.9678,274.8725,15,26.31,2754,5.2,9064.737,1,97,12,1,5,Acrisols
-72.8,-3.4,477.26,13,100.8899,283.5716,15,26.31,2754,5.15,9064.737,2,89,0,1,5,Alisols
38.5,-3.5,7.666667,78.13333,550.6897,295.6897,15,23,2000,5.513333,4938.545,4,803,9,8,7,Lixisols
38.5,-3.5,13.66667,102.6,550.6897,295.6897,15,23,2000,5.38,4938.545,4,803,9,8,7,Lixisols
38.5,-3.5,10.33333,75.3,550.6897,295.6897,15,23,2000,4.88,4938.545,4,803,9,8,7,Lixisols
38.5,-3.5,21.33333,51.83667,550.6897,295.6897,15,23,2000,5.523333,4938.545,4,803,9,8,7,Lixisols
38.5,-3.5,5,46.16667,550.6897,295.6897,15,23,2000,5.96,4938.545,4,803,9,8,7,Lixisols
-45.4,-3.6,167.77,32.55,230,90,5,27,1800,5.285714,5296.423,0,9,12,3,11,Gleysols
-45.4,-3.6,168.55,2,230,90,5,27,1800,5.285714,5296.423,0,9,12,3,11,Gleysols
-70.3,-3.7,286.68,13.7,191.9,431,15,25.86,2723,4.29,9146.456,2,97,12,3,5,Alisols
-70.3,-3.7,319.87,12.3,206.3,421.2,15,25.84,2723,4.5,9146.456,2,97,12,3,5,Alisols
104,-3.7,65,41,427.5862,365.8621,2.5,27.3,2750,4.44,11818.44,3,77,12,5,8,Ferralsols
-41.08,-3.85,262.17,14.21053,896.1039,56.94306,25,28,640,5.57,6298.014,2,714,12,3,12,Arenosols
-41.08,-3.85,133.93,2.67189,797,73,25,28,640,5.64,6298.014,2,714,12,3,12,Arenosols
-73.4,-3.9,110.3,6.8,527.9,206.7,15,26.28,2836,4.26,9801.014,1,122,12,1,5,Histosols
-79.06667,-3.96667,60,10.5,365,295.5172,5,15,2200,3.66,10494.4,41,2017,12,9,12,Andosols
-73.4,-4,34.02,9.1,936.8,25.5,15,26.2,2836,4.14,10346.55,2,93,12,1,5,Alisols
-73.4,-4,37.64,11.3,820,23.1,15,26.19,2836,4.07,10346.55,2,93,12,1,5,Alisols
-73.4,-4,140.91,17.1,775,97.9,15,26.25,2836,4.47,10346.55,2,93,12,1,5,Alisols
-73.4,-4,110.24,17.3,324.7778,344.1526,15,26.23,2836,4.46,10346.55,2,93,12,1,5,Alisols
-69.9,-4,25.65,24.3,747.5,6.4,15,25.51,2723,4.27,9584.309,1,112,12,1,5,Acrisols
-69.9,-4,104.14,41.6,489.0511,266.2734,15,25.59,2723,4,9584.309,1,112,12,1,5,Acrisols
-69.9,-4,31.44,15.1,580.5,202.5,15,25.49,2723,4.13,9584.309,1,112,12,1,5,Acrisols
-69.9,-4,105.37,21.9,318.4,338.8,15,25.49,2723,4.34,9584.309,1,112,12,1,5,Acrisols
-41.7,-4.0833,49,6.44,632.7586,204.4828,10,25,1558,4.85,5226.659,4,221,12,3,12,Ferralsols
-41.7,-4.0833,48,8.47,632.7586,204.4828,10,25,1558,4.79,5226.659,4,221,12,3,12,Ferralsols
-41.7,-4.0833,36,3.31,632.7586,204.4828,10,25,1558,4.97,5226.659,4,221,12,3,12,Ferralsols
37,-4.5,636,13.8,696.9072,185.567,15,20,550,6.9,7202.294,1,1217,12,3,10,Acrisols
37,-4.5,739,18.7,504.09,301.636,15,20,550,6.6,7202.294,1,1217,12,3,10,Acrisols
12.03083,-4.744722,600,7.9,900,60,10,25,1200,5.492857,11486.25,8,99,12,1,12,Acrisols
38.78333,-5.716667,145,10.65,585,241.8966,10.01,26.75208,1153,5.993103,10260.43,2,41,12,3,12,Gleysols
-76.1,-5.75,109.24,10.32,738,84.6,7.5,26.3,2100,3.74,18890.11,2,139,12,5,5,Acrisols
-76.1,-5.75,103.97,4.2,610,150,27.5,26.3,2100,3.9,18890.11,2,139,12,5,5,Acrisols
-76.1,-5.75,107.1,9.7,725,90,7.5,26.3,2100,3.73,18890.11,2,139,12,5,5,Acrisols
-76.08333,-5.76667,178.5,13,428.9655,220,8,26,2200,3.5,18890.11,0,137,12,5,5,Acrisols
-61.4,-6.1,173.59,26.2,635.8364,201.2799,15,26.68,1976,4.76,8943.419,2,63,12,1,5,Acrisols
105.423,-6.102,498.4,124.2857,471.4286,280,5,26.9,2977,5.8,7642.011,20,211,0,15,13,NA
105.423,-6.102,467.2,124.2857,471.4286,280,5,26.9,2977,5.8,7642.011,20,211,0,15,13,NA
105.423,-6.102,710.9,124.2857,471.4286,280,1.5,27,2750,6.257143,7642.011,20,211,0,15,13,NA
105.423,-6.102,708.2,124.2857,471.4286,280,1.5,27,2750,6.257143,7642.011,20,211,0,15,13,NA
105.423,-6.102,642.4,124.2857,471.4286,280,11,27,2750,6.257143,7642.011,20,211,0,15,13,NA
105.423,-6.102,628.5,124.2857,471.4286,280,1.5,27,2750,6.257143,7642.011,20,211,0,15,13,NA
105.423,-6.102,599.2,124.2857,471.4286,280,1.5,27,2750,6.257143,7642.011,20,211,0,15,13,NA
105.423,-6.102,575.8,124.2857,471.4286,280,58.5,27,2750,6.257143,7642.011,20,211,0,15,13,NA
105.423,-6.102,572.7,124.2857,471.4286,280,11,27,2750,6.257143,7642.011,20,211,0,15,13,NA
105.423,-6.102,571.1,124.2857,471.4286,280,67,27,2750,6.257143,7642.011,20,211,0,15,13,NA
105.423,-6.102,542.3,124.2857,471.4286,280,18.5,27,2750,6.257143,7642.011,20,211,0,15,13,NA
105.423,-6.102,531,124.2857,471.4286,280,11,27,2750,6.257143,7642.011,20,211,0,15,13,NA
105.423,-6.102,485.6,124.2857,471.4286,280,41,27,2750,6.257143,7642.011,20,211,0,15,13,NA
105.423,-6.102,485.5,124.2857,471.4286,280,4.5,27,2750,6.257143,7642.011,20,211,0,15,13,NA
105.423,-6.102,482,124.2857,471.4286,280,13.5,27,2750,6.257143,7642.011,20,211,0,15,13,NA
105.423,-6.102,466.4,124.2857,471.4286,280,8,27,2750,6.257143,7642.011,20,211,0,15,13,NA
105.423,-6.102,456.3,124.2857,471.4286,280,26.5,27,2750,6.257143,7642.011,20,211,0,15,13,NA
105.423,-6.102,454.7,124.2857,471.4286,280,18.5,27,2750,6.257143,7642.011,20,211,0,15,13,NA
105.423,-6.102,413.5,124.2857,471.4286,280,8,27,2750,6.257143,7642.011,20,211,0,15,13,NA
105.423,-6.102,413,124.2857,471.4286,280,25,27,2750,6.257143,7642.011,20,211,0,15,13,NA
-37.25,-6.56667,441.5,21.9,636.8966,210,5,29,500,5.9,3794.255,2,206,12,8,10,Luvisols
-37.25,-6.567,374,0.2,636.8966,210,5,29,500,6.5,3794.255,2,206,12,8,10,Luvisols
23.1,-6.6,105,4.85,663.2759,233.6207,10.01,23.66458,1582.25,5.45,8245.243,4,791,12,3,5,Acrisols
23.95,-6.8,466,14.4,589.1379,258.7931,10.01,24.27604,1429.75,5.68,7474.657,2,734,12,8,5,Ferralsols
13.26831,-7.232028,280,17.3,599.8276,150,3.5,25.19062,740.75,6,8355.334,4,213,12,8,10,Acrisols
13.26831,-7.232028,262,14.1,599.8276,290,12,25.19062,740.75,6,8355.334,4,213,12,8,10,Acrisols
-38.5,-7.5,3090,5.5,723,130,10,25,750,5.7,3996.456,4,440,12,8,10,Lixisols
-38.5,-7.5,1460,2.9,747,111,7.5,25,750,5.8,3996.456,4,440,12,8,10,Lixisols
-38.5,-7.5,2340,3.9,722,142,4,25,750,6.4,3996.456,4,440,12,8,10,Lixisols
-40.333,-7.583,123,12,600.6667,270,15,24,830,5.2,3328.697,1,818,12,1,10,Ferralsols
15.26375,-7.710917,954,59.9,616.2712,497,4,20.65972,1476.667,5.8,9412.641,1,1242,12,8,5,Ferralsols
15.26375,-7.710917,705,39.7,616.2712,504,15.5,20.65972,1476.667,5.7,9412.641,1,1242,12,8,5,Ferralsols
15.27717,-7.801361,982,42.7,542.069,564,7.5,20.75938,1463.25,5.4,9412.641,3,1280,12,8,5,Ferralsols
15.27717,-7.801361,913,27.1,542.069,557,24,20.75938,1463.25,5.4,9412.641,3,1280,12,8,5,Ferralsols
-40.17,-7.82,303.8,1,646,195,6,26,585,6,3328.697,3,483,12,1,10,Ferralsols
-40.17,-7.82,262.1,0.9,586,215,6,26,585,5.9,3328.697,3,483,12,1,10,Ferralsols
-40.17,-7.82,391.4,0.8,666,152,8,26,585,6,3328.697,3,483,12,1,10,Ferralsols
-40.17,-7.82,283.9,0.5,595,288,22.5,26,585,5.8,3328.697,3,483,12,1,10,Ferralsols
-40.17,-7.82,313.9,0.3,658,183,27.5,26,585,6,3328.697,3,483,12,1,10,Ferralsols
-40.17,-7.82,268.7,0.3,538,329,51.5,26,585,5.9,3328.697,3,483,12,1,10,Ferralsols
-40.17,-7.82,223.6,0.3,569,262,55,26,585,5.3,3328.697,3,483,12,1,10,Ferralsols
-40.17,-7.82,206.5,0.3,652,225,26,26,585,5.7,3328.697,3,483,12,1,10,Ferralsols
-40.17,-7.82,295.4,0.2,622,239,60.5,26,585,5.7,3328.697,3,483,12,1,10,Ferralsols
-40.17,-7.82,237.3,0.2,528,338,95.5,26,585,5.3,3328.697,3,483,12,1,10,Ferralsols
